week_end,pathogen,geography,percent_visits
5/25/2024,COVID-19,Tennessee,0.2
5/25/2024,COVID-19,Texas,0.4
5/25/2024,COVID-19,Utah,0.5
5/25/2024,COVID-19,Vermont,0.3
5/25/2024,COVID-19,Virginia,0.4
5/25/2024,COVID-19,Washington,0.7
5/25/2024,COVID-19,West Virginia,0.3
5/25/2024,COVID-19,Wisconsin,0.3
5/25/2024,COVID-19,Wyoming,0.5
5/25/2024,Influenza,Alabama,0.3
5/25/2024,Influenza,Alaska,1
5/25/2024,Influenza,Arizona,0.7
5/25/2024,Influenza,Arkansas,0.4
5/25/2024,Influenza,California,0.3
5/25/2024,Influenza,Colorado,0.3
5/25/2024,Influenza,Connecticut,0.2
5/25/2024,Influenza,Delaware,0.1
5/25/2024,Influenza,District of Columbia,0.1
5/25/2024,Influenza,Florida,0.7
5/25/2024,Influenza,Georgia,0.1
5/25/2024,Influenza,Hawaii,1.5
5/25/2024,Influenza,Idaho,0.2
5/25/2024,Influenza,Illinois,0.1
5/25/2024,Influenza,Indiana,0.1
5/25/2024,Influenza,Iowa,0.1
5/25/2024,Influenza,Kansas,0.1
5/25/2024,Influenza,Kentucky,0.1
5/25/2024,Influenza,Louisiana,0.2
5/25/2024,Influenza,Maine,0.3
5/25/2024,Influenza,Maryland,0.1
5/25/2024,Influenza,Massachusetts,0.2
5/25/2024,Influenza,Michigan,0.2
5/25/2024,Influenza,Minnesota,0.2
5/25/2024,Influenza,Mississippi,0.2
5/25/2024,Influenza,Montana,0.1
5/25/2024,Influenza,United States,0.3
5/25/2024,Influenza,Nebraska,0.1
5/25/2024,Influenza,Nevada,0.3
5/25/2024,Influenza,New Hampshire,0.1
5/25/2024,Influenza,New Jersey,0.2
5/25/2024,Influenza,New Mexico,0.5
5/25/2024,Influenza,New York,0.2
5/25/2024,Influenza,North Carolina,0.5
5/25/2024,Influenza,North Dakota,0.1
5/25/2024,Influenza,Ohio,0.1
5/25/2024,Influenza,Oklahoma,0.1
5/25/2024,Influenza,Oregon,0.5
5/25/2024,Influenza,Pennsylvania,0.1
5/25/2024,Influenza,Rhode Island,0.1
5/25/2024,Influenza,South Carolina,0.2
5/25/2024,Influenza,Tennessee,0.2
5/25/2024,Influenza,Texas,0.3
5/25/2024,Influenza,Utah,0.1
5/25/2024,Influenza,Vermont,0.1
5/25/2024,Influenza,Virginia,0.2
5/25/2024,Influenza,Washington,0.3
5/25/2024,Influenza,West Virginia,0.1
5/25/2024,Influenza,Wisconsin,0.1
5/25/2024,Influenza,Wyoming,0.4
5/25/2024,RSV,Alabama,0
5/25/2024,RSV,Alaska,0
5/25/2024,RSV,Arizona,0
5/25/2024,RSV,Arkansas,0
5/25/2024,RSV,California,0
5/25/2024,RSV,Colorado,0
5/25/2024,RSV,Connecticut,0
5/25/2024,RSV,Delaware,0
5/25/2024,RSV,District of Columbia,0
5/25/2024,RSV,Florida,0
5/25/2024,RSV,Georgia,0
5/25/2024,RSV,Hawaii,0
5/25/2024,RSV,Idaho,0
5/25/2024,RSV,Illinois,0
5/25/2024,RSV,Indiana,0
5/25/2024,RSV,Iowa,0
5/25/2024,RSV,Kansas,0
5/25/2024,RSV,Kentucky,0
5/25/2024,RSV,Louisiana,0
5/25/2024,RSV,Maine,0
5/25/2024,RSV,Maryland,0
5/25/2024,RSV,Massachusetts,0
5/25/2024,RSV,Michigan,0
5/25/2024,RSV,Minnesota,0
5/25/2024,RSV,Mississippi,0
5/25/2024,RSV,Montana,0
5/25/2024,RSV,United States,0
5/25/2024,RSV,Nebraska,0
5/25/2024,RSV,Nevada,0
5/25/2024,RSV,New Hampshire,0
5/25/2024,RSV,New Jersey,0
5/25/2024,RSV,New Mexico,0
5/25/2024,RSV,New York,0
5/25/2024,RSV,North Carolina,0
5/25/2024,RSV,North Dakota,0
5/25/2024,RSV,Ohio,0
5/25/2024,RSV,Oklahoma,0
5/25/2024,RSV,Oregon,0
5/25/2024,RSV,Pennsylvania,0
5/25/2024,RSV,Rhode Island,0
5/25/2024,RSV,South Carolina,0
5/25/2024,RSV,Tennessee,0
5/25/2024,RSV,Texas,0
5/25/2024,RSV,Utah,0
5/25/2024,RSV,Vermont,0
5/25/2024,RSV,Virginia,0
5/25/2024,RSV,Washington,0
5/25/2024,RSV,West Virginia,0.1
5/25/2024,RSV,Wisconsin,0
5/25/2024,RSV,Wyoming,0.1
6/1/2024,COVID-19,Alabama,0.3
6/1/2024,COVID-19,Alaska,1.1
6/1/2024,COVID-19,Arizona,1
6/1/2024,COVID-19,Arkansas,0.3
6/1/2024,COVID-19,California,0.7
6/1/2024,COVID-19,Colorado,0.6
6/1/2024,COVID-19,Connecticut,0.6
6/1/2024,COVID-19,Delaware,0.3
6/1/2024,COVID-19,District of Columbia,0.5
6/1/2024,COVID-19,Florida,0.9
6/1/2024,COVID-19,Georgia,0.2
6/1/2024,COVID-19,Hawaii,3.8
6/1/2024,COVID-19,Idaho,0.6
6/1/2024,COVID-19,Illinois,0.4
6/1/2024,COVID-19,Indiana,0.2
6/1/2024,COVID-19,Iowa,0.2
6/1/2024,COVID-19,Kansas,0.2
6/1/2024,COVID-19,Kentucky,0.4
6/1/2024,COVID-19,Louisiana,0.4
6/1/2024,COVID-19,Maine,0.4
6/1/2024,COVID-19,Maryland,0.5
6/1/2024,COVID-19,Massachusetts,0.5
6/1/2024,COVID-19,Michigan,0.3
6/1/2024,COVID-19,Minnesota,0.4
6/1/2024,COVID-19,Mississippi,0.2
6/1/2024,COVID-19,Montana,0.5
6/1/2024,COVID-19,United States,0.5
6/1/2024,COVID-19,Nebraska,0.2
6/1/2024,COVID-19,Nevada,0.7
6/1/2024,COVID-19,New Hampshire,0.4
6/1/2024,COVID-19,New Jersey,0.4
6/1/2024,COVID-19,New Mexico,1
6/1/2024,COVID-19,New York,0.5
6/1/2024,COVID-19,North Carolina,0.4
6/1/2024,COVID-19,North Dakota,0.3
6/1/2024,COVID-19,Ohio,0.2
6/1/2024,COVID-19,Oklahoma,0.2
6/1/2024,COVID-19,Oregon,0.8
6/1/2024,COVID-19,Pennsylvania,0.2
6/1/2024,COVID-19,Rhode Island,0.2
6/1/2024,COVID-19,South Carolina,0.4
6/1/2024,COVID-19,Tennessee,0.3
6/1/2024,COVID-19,Texas,0.5
6/1/2024,COVID-19,Utah,0.7
6/1/2024,COVID-19,Vermont,0.3
6/1/2024,COVID-19,Virginia,0.4
6/1/2024,COVID-19,Washington,0.9
6/1/2024,COVID-19,West Virginia,0.2
6/1/2024,COVID-19,Wisconsin,0.3
6/1/2024,COVID-19,Wyoming,0.7
6/1/2024,Influenza,Alabama,0.3
6/1/2024,Influenza,Alaska,1
6/1/2024,Influenza,Arizona,0.7
6/1/2024,Influenza,Arkansas,0.3
6/1/2024,Influenza,California,0.3
6/1/2024,Influenza,Colorado,0.2
6/1/2024,Influenza,Connecticut,0.1
6/1/2024,Influenza,Delaware,0.1
6/1/2024,Influenza,District of Columbia,0.1
6/1/2024,Influenza,Florida,0.7
6/1/2024,Influenza,Georgia,0.1
6/1/2024,Influenza,Hawaii,1.8
6/1/2024,Influenza,Idaho,0.3
6/1/2024,Influenza,Illinois,0.1
6/1/2024,Influenza,Indiana,0.1
6/1/2024,Influenza,Iowa,0.1
6/1/2024,Influenza,Kansas,0.1
6/1/2024,Influenza,Kentucky,0.2
6/1/2024,Influenza,Louisiana,0.3
6/1/2024,Influenza,Maine,0.1
6/1/2024,Influenza,Maryland,0.1
6/1/2024,Influenza,Massachusetts,0.1
6/1/2024,Influenza,Michigan,0.1
6/1/2024,Influenza,Minnesota,0.2
6/1/2024,Influenza,Mississippi,0.2
6/1/2024,Influenza,Montana,0.1
6/1/2024,Influenza,United States,0.3
6/1/2024,Influenza,Nebraska,0.1
6/1/2024,Influenza,Nevada,0.4
6/1/2024,Influenza,New Hampshire,0.2
6/1/2024,Influenza,New Jersey,0.2
6/1/2024,Influenza,New Mexico,0.5
6/1/2024,Influenza,New York,0.1
6/1/2024,Influenza,North Carolina,0.5
6/1/2024,Influenza,North Dakota,0
6/1/2024,Influenza,Ohio,0.1
6/1/2024,Influenza,Oklahoma,0.1
6/1/2024,Influenza,Oregon,0.5
6/1/2024,Influenza,Pennsylvania,0.1
6/1/2024,Influenza,Rhode Island,0.1
6/1/2024,Influenza,South Carolina,0.1
6/1/2024,Influenza,Tennessee,0.2
6/1/2024,Influenza,Texas,0.3
6/1/2024,Influenza,Utah,0.3
6/1/2024,Influenza,Vermont,0.1
6/1/2024,Influenza,Virginia,0.1
6/1/2024,Influenza,Washington,0.4
6/1/2024,Influenza,West Virginia,0.1
6/1/2024,Influenza,Wisconsin,0.1
6/1/2024,Influenza,Wyoming,0.1
6/1/2024,RSV,Alabama,0
6/1/2024,RSV,Alaska,0
6/1/2024,RSV,Arizona,0
6/1/2024,RSV,Arkansas,0
6/1/2024,RSV,California,0
6/1/2024,RSV,Colorado,0
6/1/2024,RSV,Connecticut,0
6/1/2024,RSV,Delaware,0
6/1/2024,RSV,District of Columbia,0
6/1/2024,RSV,Florida,0
6/1/2024,RSV,Georgia,0
6/1/2024,RSV,Hawaii,0
6/1/2024,RSV,Idaho,0
6/1/2024,RSV,Illinois,0
6/1/2024,RSV,Indiana,0
6/1/2024,RSV,Iowa,0
6/1/2024,RSV,Kansas,0
6/1/2024,RSV,Kentucky,0
6/1/2024,RSV,Louisiana,0
6/1/2024,RSV,Maine,0
6/1/2024,RSV,Maryland,0
6/1/2024,RSV,Massachusetts,0
6/1/2024,RSV,Michigan,0
6/1/2024,RSV,Minnesota,0
6/1/2024,RSV,Mississippi,0.1
6/1/2024,RSV,Montana,0
6/1/2024,RSV,United States,0
6/1/2024,RSV,Nebraska,0
6/1/2024,RSV,Nevada,0
6/1/2024,RSV,New Hampshire,0
6/1/2024,RSV,New Jersey,0
6/1/2024,RSV,New Mexico,0
6/1/2024,RSV,New York,0
6/1/2024,RSV,North Carolina,0
6/1/2024,RSV,North Dakota,0
6/1/2024,RSV,Ohio,0
6/1/2024,RSV,Oklahoma,0
6/1/2024,RSV,Oregon,0
6/1/2024,RSV,Pennsylvania,0
6/1/2024,RSV,Rhode Island,0
6/1/2024,RSV,South Carolina,0
6/1/2024,RSV,Tennessee,0
6/1/2024,RSV,Texas,0
6/1/2024,RSV,Utah,0
6/1/2024,RSV,Vermont,0.1
6/1/2024,RSV,Virginia,0
6/1/2024,RSV,Washington,0
6/1/2024,RSV,West Virginia,0
6/1/2024,RSV,Wisconsin,0
6/1/2024,RSV,Wyoming,0.1
6/8/2024,COVID-19,Alabama,0.3
6/8/2024,COVID-19,Alaska,1.3
6/8/2024,COVID-19,Arizona,1.1
6/8/2024,COVID-19,Arkansas,0.3
6/8/2024,COVID-19,California,0.8
6/8/2024,COVID-19,Colorado,0.7
6/8/2024,COVID-19,Connecticut,0.6
6/8/2024,COVID-19,Delaware,0.4
6/8/2024,COVID-19,District of Columbia,0.5
6/8/2024,COVID-19,Florida,1.1
6/8/2024,COVID-19,Georgia,0.3
6/8/2024,COVID-19,Hawaii,4.4
6/8/2024,COVID-19,Idaho,0.6
6/8/2024,COVID-19,Illinois,0.5
6/8/2024,COVID-19,Indiana,0.3
6/8/2024,COVID-19,Iowa,0.3
6/8/2024,COVID-19,Kansas,0.2
6/8/2024,COVID-19,Kentucky,0.4
6/8/2024,COVID-19,Louisiana,0.5
6/8/2024,COVID-19,Maine,0.5
6/8/2024,COVID-19,Maryland,0.5
6/8/2024,COVID-19,Massachusetts,0.6
6/8/2024,COVID-19,Michigan,0.3
6/8/2024,COVID-19,Minnesota,0.5
6/8/2024,COVID-19,Mississippi,0.2
6/8/2024,COVID-19,Montana,0.7
6/8/2024,COVID-19,United States,0.6
6/8/2024,COVID-19,Nebraska,0.3
6/8/2024,COVID-19,Nevada,0.8
6/8/2024,COVID-19,New Hampshire,0.3
6/8/2024,COVID-19,New Jersey,0.6
6/8/2024,COVID-19,New Mexico,1.2
6/8/2024,COVID-19,New York,0.6
6/8/2024,COVID-19,North Carolina,0.5
6/8/2024,COVID-19,North Dakota,0.2
6/8/2024,COVID-19,Ohio,0.3
6/8/2024,COVID-19,Oklahoma,0.2
6/8/2024,COVID-19,Oregon,0.9
6/8/2024,COVID-19,Pennsylvania,0.3
6/8/2024,COVID-19,Rhode Island,0.5
6/8/2024,COVID-19,South Carolina,0.4
6/8/2024,COVID-19,Tennessee,0.3
6/8/2024,COVID-19,Texas,0.6
6/8/2024,COVID-19,Utah,0.7
6/8/2024,COVID-19,Vermont,0.5
6/8/2024,COVID-19,Virginia,0.6
6/8/2024,COVID-19,Washington,1.1
6/8/2024,COVID-19,West Virginia,0.4
6/8/2024,COVID-19,Wisconsin,0.3
6/8/2024,COVID-19,Wyoming,0.8
6/8/2024,Influenza,Alabama,0.2
6/8/2024,Influenza,Alaska,0.7
6/8/2024,Influenza,Arizona,0.6
6/8/2024,Influenza,Arkansas,0.4
6/8/2024,Influenza,California,0.3
6/8/2024,Influenza,Colorado,0.1
6/8/2024,Influenza,Connecticut,0.1
6/8/2024,Influenza,Delaware,0.1
6/8/2024,Influenza,District of Columbia,0.2
6/8/2024,Influenza,Florida,0.7
6/8/2024,Influenza,Georgia,0.1
6/8/2024,Influenza,Hawaii,1.8
6/8/2024,Influenza,Idaho,0.2
6/8/2024,Influenza,Illinois,0.1
6/8/2024,Influenza,Indiana,0.1
6/8/2024,Influenza,Iowa,0
6/8/2024,Influenza,Kansas,0.1
6/8/2024,Influenza,Kentucky,0.1
6/8/2024,Influenza,Louisiana,0.2
6/8/2024,Influenza,Maine,0.1
6/8/2024,Influenza,Maryland,0.1
6/8/2024,Influenza,Massachusetts,0.1
6/8/2024,Influenza,Michigan,0.1
6/8/2024,Influenza,Minnesota,0.1
6/8/2024,Influenza,Mississippi,0.2
6/8/2024,Influenza,Montana,0.2
6/8/2024,Influenza,United States,0.2
6/8/2024,Influenza,Nebraska,0
6/8/2024,Influenza,Nevada,0.3
6/8/2024,Influenza,New Hampshire,0.2
6/8/2024,Influenza,New Jersey,0.2
6/8/2024,Influenza,New Mexico,0.4
6/8/2024,Influenza,New York,0.1
6/8/2024,Influenza,North Carolina,0.4
6/8/2024,Influenza,North Dakota,0
6/8/2024,Influenza,Ohio,0.1
6/8/2024,Influenza,Oklahoma,0
6/8/2024,Influenza,Oregon,0.4
6/8/2024,Influenza,Pennsylvania,0.1
6/8/2024,Influenza,Rhode Island,0.2
6/8/2024,Influenza,South Carolina,0.1
6/8/2024,Influenza,Tennessee,0.2
6/8/2024,Influenza,Texas,0.3
6/8/2024,Influenza,Utah,0.2
6/8/2024,Influenza,Vermont,0
6/8/2024,Influenza,Virginia,0.1
6/8/2024,Influenza,Washington,0.3
6/8/2024,Influenza,West Virginia,0.1
6/8/2024,Influenza,Wisconsin,0.1
6/8/2024,Influenza,Wyoming,0.2
6/8/2024,RSV,Alabama,0
6/8/2024,RSV,Alaska,0
6/8/2024,RSV,Arizona,0
6/8/2024,RSV,Arkansas,0
6/8/2024,RSV,California,0
6/8/2024,RSV,Colorado,0
6/8/2024,RSV,Connecticut,0
6/8/2024,RSV,Delaware,0
6/8/2024,RSV,District of Columbia,0
6/8/2024,RSV,Florida,0
6/8/2024,RSV,Georgia,0
6/8/2024,RSV,Hawaii,0
6/8/2024,RSV,Idaho,0
6/8/2024,RSV,Illinois,0
6/8/2024,RSV,Indiana,0
6/8/2024,RSV,Iowa,0
6/8/2024,RSV,Kansas,0
6/8/2024,RSV,Kentucky,0
6/8/2024,RSV,Louisiana,0
6/8/2024,RSV,Maine,0
6/8/2024,RSV,Maryland,0
6/8/2024,RSV,Massachusetts,0
6/8/2024,RSV,Michigan,0
6/8/2024,RSV,Minnesota,0
6/8/2024,RSV,Mississippi,0.1
6/8/2024,RSV,Montana,0
6/8/2024,RSV,United States,0
6/8/2024,RSV,Nebraska,0
6/8/2024,RSV,Nevada,0
6/8/2024,RSV,New Hampshire,0
6/8/2024,RSV,New Jersey,0
6/8/2024,RSV,New Mexico,0
6/8/2024,RSV,New York,0
6/8/2024,RSV,North Carolina,0
6/8/2024,RSV,North Dakota,0
6/8/2024,RSV,Ohio,0
6/8/2024,RSV,Oklahoma,0
6/8/2024,RSV,Oregon,0
6/8/2024,RSV,Pennsylvania,0
6/8/2024,RSV,Rhode Island,0
6/8/2024,RSV,South Carolina,0
6/8/2024,RSV,Tennessee,0
6/8/2024,RSV,Texas,0
6/8/2024,RSV,Utah,0
6/8/2024,RSV,Vermont,0
6/8/2024,RSV,Virginia,0
6/8/2024,RSV,Washington,0
6/8/2024,RSV,West Virginia,0
6/8/2024,RSV,Wisconsin,0
6/8/2024,RSV,Wyoming,0.1
6/15/2024,COVID-19,Alabama,0.5
6/15/2024,COVID-19,Alaska,1.4
6/15/2024,COVID-19,Arizona,1.4
6/15/2024,COVID-19,Arkansas,0.4
6/15/2024,COVID-19,California,0.9
6/15/2024,COVID-19,Colorado,0.7
6/15/2024,COVID-19,Connecticut,0.7
6/15/2024,COVID-19,Delaware,0.5
6/15/2024,COVID-19,District of Columbia,0.7
6/15/2024,COVID-19,Florida,1.4
6/15/2024,COVID-19,Georgia,0.3
6/15/2024,COVID-19,Hawaii,4.7
6/15/2024,COVID-19,Idaho,0.5
6/15/2024,COVID-19,Illinois,0.5
6/15/2024,COVID-19,Indiana,0.3
6/15/2024,COVID-19,Iowa,0.3
6/15/2024,COVID-19,Kansas,0.3
6/15/2024,COVID-19,Kentucky,0.5
6/15/2024,COVID-19,Louisiana,0.6
6/15/2024,COVID-19,Maine,0.6
6/15/2024,COVID-19,Maryland,0.6
6/15/2024,COVID-19,Massachusetts,0.7
6/15/2024,COVID-19,Michigan,0.4
6/15/2024,COVID-19,Minnesota,0.7
6/15/2024,COVID-19,Mississippi,0.4
6/15/2024,COVID-19,Montana,0.8
6/15/2024,COVID-19,United States,0.7
6/15/2024,COVID-19,Nebraska,0.2
6/15/2024,COVID-19,Nevada,0.8
6/15/2024,COVID-19,New Hampshire,0.4
6/15/2024,COVID-19,New Jersey,0.6
6/15/2024,COVID-19,New Mexico,1.4
6/15/2024,COVID-19,New York,0.7
6/15/2024,COVID-19,North Carolina,0.5
6/15/2024,COVID-19,North Dakota,0.4
6/15/2024,COVID-19,Ohio,0.3
6/15/2024,COVID-19,Oklahoma,0.3
6/15/2024,COVID-19,Oregon,1.2
6/15/2024,COVID-19,Pennsylvania,0.3
6/15/2024,COVID-19,Rhode Island,0.4
6/15/2024,COVID-19,South Carolina,0.5
6/15/2024,COVID-19,Tennessee,0.4
6/15/2024,COVID-19,Texas,0.7
6/15/2024,COVID-19,Utah,0.8
6/15/2024,COVID-19,Vermont,0.6
6/15/2024,COVID-19,Virginia,0.6
6/15/2024,COVID-19,Washington,1.4
6/15/2024,COVID-19,West Virginia,0.4
6/15/2024,COVID-19,Wisconsin,0.4
6/15/2024,COVID-19,Wyoming,0.7
6/15/2024,Influenza,Alabama,0.3
6/15/2024,Influenza,Alaska,1
6/15/2024,Influenza,Arizona,0.5
6/15/2024,Influenza,Arkansas,0.3
6/15/2024,Influenza,California,0.3
6/15/2024,Influenza,Colorado,0.1
6/15/2024,Influenza,Connecticut,0.1
6/15/2024,Influenza,Delaware,0.1
6/15/2024,Influenza,District of Columbia,0
6/15/2024,Influenza,Florida,0.5
6/15/2024,Influenza,Georgia,0.1
6/15/2024,Influenza,Hawaii,1.4
6/15/2024,Influenza,Idaho,0.1
6/15/2024,Influenza,Illinois,0.1
6/15/2024,Influenza,Indiana,0.1
6/15/2024,Influenza,Iowa,0
6/15/2024,Influenza,Kansas,0.1
6/15/2024,Influenza,Kentucky,0.1
6/15/2024,Influenza,Louisiana,0.2
6/15/2024,Influenza,Maine,0.1
6/15/2024,Influenza,Maryland,0.1
6/15/2024,Influenza,Massachusetts,0.1
6/15/2024,Influenza,Michigan,0.1
6/15/2024,Influenza,Minnesota,0.1
6/15/2024,Influenza,Mississippi,0.2
6/15/2024,Influenza,Montana,0.1
6/15/2024,Influenza,United States,0.2
6/15/2024,Influenza,Nebraska,0
6/15/2024,Influenza,Nevada,0.3
6/15/2024,Influenza,New Hampshire,0.2
6/15/2024,Influenza,New Jersey,0.1
6/15/2024,Influenza,New Mexico,0.2
6/15/2024,Influenza,New York,0.1
6/15/2024,Influenza,North Carolina,0.4
6/15/2024,Influenza,North Dakota,0
6/15/2024,Influenza,Ohio,0.1
6/15/2024,Influenza,Oklahoma,0.1
6/15/2024,Influenza,Oregon,0.4
6/15/2024,Influenza,Pennsylvania,0.1
6/15/2024,Influenza,Rhode Island,0.1
6/15/2024,Influenza,South Carolina,0.1
6/15/2024,Influenza,Tennessee,0.2
6/15/2024,Influenza,Texas,0.2
6/15/2024,Influenza,Utah,0.2
6/15/2024,Influenza,Vermont,0.1
6/15/2024,Influenza,Virginia,0.1
6/15/2024,Influenza,Washington,0.3
6/15/2024,Influenza,West Virginia,0
6/15/2024,Influenza,Wisconsin,0.1
6/15/2024,Influenza,Wyoming,0.4
6/15/2024,RSV,Alabama,0
6/15/2024,RSV,Alaska,0
6/15/2024,RSV,Arizona,0
6/15/2024,RSV,Arkansas,0
6/15/2024,RSV,California,0
6/15/2024,RSV,Colorado,0
6/15/2024,RSV,Connecticut,0
6/15/2024,RSV,Delaware,0
6/15/2024,RSV,District of Columbia,0
6/15/2024,RSV,Florida,0
6/15/2024,RSV,Georgia,0
6/15/2024,RSV,Hawaii,0
6/15/2024,RSV,Idaho,0
6/15/2024,RSV,Illinois,0
6/15/2024,RSV,Indiana,0
6/15/2024,RSV,Iowa,0
6/15/2024,RSV,Kansas,0
6/15/2024,RSV,Kentucky,0
6/15/2024,RSV,Louisiana,0
6/15/2024,RSV,Maine,0
6/15/2024,RSV,Maryland,0
6/15/2024,RSV,Massachusetts,0
6/15/2024,RSV,Michigan,0
6/15/2024,RSV,Minnesota,0
6/15/2024,RSV,Mississippi,0
6/15/2024,RSV,Montana,0
6/15/2024,RSV,United States,0
6/15/2024,RSV,Nebraska,0
6/15/2024,RSV,Nevada,0
6/15/2024,RSV,New Hampshire,0
6/15/2024,RSV,New Jersey,0
6/15/2024,RSV,New Mexico,0
6/15/2024,RSV,New York,0
6/15/2024,RSV,North Carolina,0
6/15/2024,RSV,North Dakota,0
6/15/2024,RSV,Ohio,0
6/15/2024,RSV,Oklahoma,0
6/15/2024,RSV,Oregon,0
6/15/2024,RSV,Pennsylvania,0
6/15/2024,RSV,Rhode Island,0
6/15/2024,RSV,South Carolina,0
6/15/2024,RSV,Tennessee,0
6/15/2024,RSV,Texas,0
6/15/2024,RSV,Utah,0
6/15/2024,RSV,Vermont,0
6/15/2024,RSV,Virginia,0
6/15/2024,RSV,Washington,0
6/15/2024,RSV,West Virginia,0
6/15/2024,RSV,Wisconsin,0
6/15/2024,RSV,Wyoming,0
6/22/2024,COVID-19,Alabama,0.7
6/22/2024,COVID-19,Alaska,1.6
6/22/2024,COVID-19,Arizona,1.7
6/22/2024,COVID-19,Arkansas,0.5
6/22/2024,COVID-19,California,1.2
6/22/2024,COVID-19,Colorado,0.9
6/22/2024,COVID-19,Connecticut,0.9
6/22/2024,COVID-19,Delaware,0.6
6/22/2024,COVID-19,District of Columbia,0.7
6/22/2024,COVID-19,Florida,1.9
6/22/2024,COVID-19,Georgia,0.4
6/22/2024,COVID-19,Hawaii,5.1
6/22/2024,COVID-19,Idaho,0.9
6/22/2024,COVID-19,Illinois,0.6
6/22/2024,COVID-19,Indiana,0.4
6/22/2024,COVID-19,Iowa,0.4
6/22/2024,COVID-19,Kansas,0.3
6/22/2024,COVID-19,Kentucky,0.6
6/22/2024,COVID-19,Louisiana,0.9
6/22/2024,COVID-19,Maine,0.6
6/22/2024,COVID-19,Maryland,0.8
6/22/2024,COVID-19,Massachusetts,0.9
6/22/2024,COVID-19,Michigan,0.4
6/22/2024,COVID-19,Minnesota,0.8
6/22/2024,COVID-19,Mississippi,0.5
6/22/2024,COVID-19,Montana,0.8
6/22/2024,COVID-19,United States,0.9
6/22/2024,COVID-19,Nebraska,0.4
6/22/2024,COVID-19,Nevada,1
6/22/2024,COVID-19,New Hampshire,0.6
6/22/2024,COVID-19,New Jersey,0.8
6/22/2024,COVID-19,New Mexico,1.8
6/22/2024,COVID-19,New York,0.9
6/22/2024,COVID-19,North Carolina,0.7
6/22/2024,COVID-19,North Dakota,0.2
6/22/2024,COVID-19,Ohio,0.4
6/22/2024,COVID-19,Oklahoma,0.4
6/22/2024,COVID-19,Oregon,1.5
6/22/2024,COVID-19,Pennsylvania,0.4
6/22/2024,COVID-19,Rhode Island,0.6
6/22/2024,COVID-19,South Carolina,0.6
6/22/2024,COVID-19,Tennessee,0.5
6/22/2024,COVID-19,Texas,1
6/22/2024,COVID-19,Utah,0.9
6/22/2024,COVID-19,Vermont,0.5
6/22/2024,COVID-19,Virginia,0.8
6/22/2024,COVID-19,Washington,1.6
6/22/2024,COVID-19,West Virginia,0.5
6/22/2024,COVID-19,Wisconsin,0.6
6/22/2024,COVID-19,Wyoming,0.7
6/22/2024,Influenza,Alabama,0.2
6/22/2024,Influenza,Alaska,0.5
6/22/2024,Influenza,Arizona,0.4
6/22/2024,Influenza,Arkansas,0.2
6/22/2024,Influenza,California,0.2
6/22/2024,Influenza,Colorado,0.1
6/22/2024,Influenza,Connecticut,0.1
6/22/2024,Influenza,Delaware,0
6/22/2024,Influenza,District of Columbia,0.1
6/22/2024,Influenza,Florida,0.6
6/22/2024,Influenza,Georgia,0.1
6/22/2024,Influenza,Hawaii,1
6/22/2024,Influenza,Idaho,0.1
6/22/2024,Influenza,Illinois,0.1
6/22/2024,Influenza,Indiana,0.1
6/22/2024,Influenza,Iowa,0.1
6/22/2024,Influenza,Kansas,0
6/22/2024,Influenza,Kentucky,0.2
6/22/2024,Influenza,Louisiana,0.2
6/22/2024,Influenza,Maine,0.1
6/22/2024,Influenza,Maryland,0.1
6/22/2024,Influenza,Massachusetts,0.1
6/22/2024,Influenza,Michigan,0.1
6/22/2024,Influenza,Minnesota,0.1
6/22/2024,Influenza,Mississippi,0.2
6/22/2024,Influenza,Montana,0.1
6/22/2024,Influenza,United States,0.2
6/22/2024,Influenza,Nebraska,0.1
6/22/2024,Influenza,Nevada,0.3
6/22/2024,Influenza,New Hampshire,0
6/22/2024,Influenza,New Jersey,0.1
6/22/2024,Influenza,New Mexico,0.1
6/22/2024,Influenza,New York,0.1
6/22/2024,Influenza,North Carolina,0.4
6/22/2024,Influenza,North Dakota,0.1
6/22/2024,Influenza,Ohio,0.1
6/22/2024,Influenza,Oklahoma,0.1
6/22/2024,Influenza,Oregon,0.4
6/22/2024,Influenza,Pennsylvania,0.1
6/22/2024,Influenza,Rhode Island,0.1
6/22/2024,Influenza,South Carolina,0.1
6/22/2024,Influenza,Tennessee,0.2
6/22/2024,Influenza,Texas,0.2
6/22/2024,Influenza,Utah,0.1
6/22/2024,Influenza,Vermont,0.1
6/22/2024,Influenza,Virginia,0.2
6/22/2024,Influenza,Washington,0.4
6/22/2024,Influenza,West Virginia,0
6/22/2024,Influenza,Wisconsin,0
6/22/2024,Influenza,Wyoming,0.3
6/22/2024,RSV,Alabama,0
6/22/2024,RSV,Alaska,0
6/22/2024,RSV,Arizona,0
6/22/2024,RSV,Arkansas,0
6/22/2024,RSV,California,0
6/22/2024,RSV,Colorado,0
6/22/2024,RSV,Connecticut,0
6/22/2024,RSV,Delaware,0
6/22/2024,RSV,District of Columbia,0
6/22/2024,RSV,Florida,0
6/22/2024,RSV,Georgia,0
6/22/2024,RSV,Hawaii,0
6/22/2024,RSV,Idaho,0
6/22/2024,RSV,Illinois,0
6/22/2024,RSV,Indiana,0
6/22/2024,RSV,Iowa,0
6/22/2024,RSV,Kansas,0
6/22/2024,RSV,Kentucky,0
