State/Territory,Week_Ending_Date,Data_Collection_Period,State/Territory_WVAL,National_WVAL,Regional_WVAL,WVAL_Category,Coverage
Maryland,7/6/2024,1 Year,1,1.221474285,1.261183666,Minimal,
Maryland,7/1/2023,All Results,1.525455164,1.34841252,1.317909957,Minimal,Limited Coverage
Maryland,8/17/2024,1 Year,1,1.215384356,1.414686732,Minimal,
Maryland,4/20/2024,All Results,1,1.574160592,1.411989285,Minimal,
Maryland,9/9/2023,All Results,1.835202697,1.532486284,1.821332148,Minimal,Limited Coverage
Maryland,9/28/2024,1 Year,1,1.215121123,1.523947352,Minimal,
Maryland,4/13/2024,1 Year,1,1.913184421,1.668108735,Minimal,
Maryland,9/21/2024,All Results,1,1.136892106,1.375059068,Minimal,
Maryland,4/20/2024,1 Year,1,1.574160592,1.411989285,Minimal,
Maryland,12/14/2024,6 Months,13.16945342,5.472206273,11.46671637,High,
Maryland,12/21/2024,6 Months,15.90351478,6.597140991,10.0459876,High,
Maryland,11/25/2023,All Results,14.33462429,8.356403298,11.20337056,High,Limited Coverage
Maryland,11/23/2024,All Results,4.108024897,2.321732905,3.42005101,Low,
Maryland,12/30/2023,All Results,15.68167709,13.18569684,12.35012717,High,Limited Coverage
Maryland,12/21/2024,1 Year,15.90351478,6.597140991,10.0459876,High,
Maryland,5/11/2024,1 Year,1,1.46649405,1.305852352,Minimal,
Maryland,1/25/2025,6 Months,8.526616133,8.410056222,9.319922615,Moderate,
Maryland,2/17/2024,1 Year,6.515113593,5.556611227,3.855612425,Low,Limited Coverage
Maryland,6/10/2023,All Results,1.1771294,1.459469894,1.459469894,Minimal,Limited Coverage
Maryland,11/2/2024,6 Months,1.200808272,1.260595524,1.912315604,Minimal,
Maryland,7/15/2023,All Results,2.870382769,1.458776375,1.435566158,Minimal,Limited Coverage
Maryland,4/6/2024,1 Year,1,2.199135747,1.610830545,Minimal,
Maryland,6/15/2024,All Results,1,1.259788613,1.28119729,Minimal,
Maryland,10/19/2024,All Results,1,1.254449455,1.863846032,Minimal,
Maryland,2/24/2024,1 Year,1.903596529,4.796281787,3.271515146,Minimal,Limited Coverage
Maryland,10/14/2023,All Results,8.773013474,1.692075458,2.84697644,Moderate,Limited Coverage
Maryland,10/12/2024,All Results,1,1.1482105,1.491346929,Minimal,
Maryland,7/20/2024,All Results,1,1.254157163,1.266265959,Minimal,
Maryland,3/30/2024,1 Year,1,2.337129667,1.617463094,Minimal,
Maryland,3/30/2024,All Results,1,2.337129667,1.617463094,Minimal,
Maryland,2/17/2024,All Results,6.515113593,5.556611227,3.855612425,Low,Limited Coverage
Maryland,7/27/2024,All Results,1,1.245212192,1.42032401,Minimal,
Maryland,3/16/2024,1 Year,1,3.212429211,2.067293737,Minimal,
Maryland,12/21/2024,45 Days,15.90351478,6.597140991,10.0459876,High,
Maryland,1/7/2023,All Results,6.672157596,8.485501828,7.0428374,Low,Limited Coverage
Maryland,4/1/2023,All Results,1.432839525,2.185112722,1.366542311,Minimal,Limited Coverage
Maryland,7/27/2024,1 Year,1,1.245212192,1.42032401,Minimal,
Maryland,2/24/2024,All Results,1.903596529,4.796281787,3.271515146,Minimal,Limited Coverage
Maryland,11/23/2024,1 Year,4.108024897,2.321732905,3.42005101,Low,
Maryland,5/25/2024,All Results,1,1.359411049,1.406873308,Minimal,
Maryland,9/23/2023,All Results,3.236279208,1.637968571,1.894051591,Minimal,Limited Coverage
Maryland,10/5/2024,6 Months,1,1.263411201,1.653918119,Minimal,
Maryland,2/4/2023,All Results,5.827149229,4.556415555,3.040879835,Low,Limited Coverage
Maryland,1/6/2024,All Results,19.25239118,14.53445698,12.52971654,High,Limited Coverage
Maryland,10/19/2024,1 Year,1,1.254449455,1.863846032,Minimal,
Maryland,1/13/2024,All Results,16.78913629,11.50486882,8.205543935,High,Limited Coverage
Maryland,12/28/2024,1 Year,19.57833121,6.40425026,12.9157796,High,
Maryland,10/7/2023,All Results,5.266969001,1.80711458,2.684137603,Low,Limited Coverage
Maryland,8/31/2024,1 Year,1,1.23632566,1.335848246,Minimal,
Maryland,12/21/2024,All Results,15.90351478,6.597140991,10.0459876,High,
Maryland,3/2/2024,1 Year,1.906520226,4.18098609,2.778414191,Minimal,
Maryland,5/20/2023,All Results,1.64197059,1.457232859,1.55562697,Minimal,Limited Coverage
Maryland,4/22/2023,All Results,1.336774951,1.500029705,1.275234991,Minimal,Limited Coverage
Maryland,11/30/2024,All Results,5.890884246,2.465017247,4.984613151,Low,
Maryland,10/26/2024,6 Months,1,1.157666147,1.481779966,Minimal,
Maryland,7/20/2024,1 Year,1,1.254157163,1.266265959,Minimal,
Maryland,11/4/2023,All Results,8.370097592,3.587764254,6.229944157,Moderate,Limited Coverage
Maryland,2/3/2024,1 Year,5.52940465,6.868404881,5.566944153,Low,Limited Coverage
Maryland,11/23/2024,6 Months,4.108024897,2.321732905,3.42005101,Low,
Maryland,6/1/2024,1 Year,1,1.301903931,1.267024748,Minimal,
Maryland,6/24/2023,All Results,1.637819069,1.349720852,1.404612238,Minimal,Limited Coverage
Maryland,2/25/2023,All Results,5.025355837,3.661807408,2.741895339,Low,Limited Coverage
Maryland,10/5/2024,1 Year,1,1.263411201,1.653918119,Minimal,
Maryland,9/30/2023,All Results,4.40432793,2.018461383,2.709114709,Low,Limited Coverage
Maryland,12/14/2024,All Results,13.16945342,5.472206273,11.46671637,High,
Maryland,11/9/2024,6 Months,2.169277091,1.505537457,2.526186629,Minimal,
Maryland,8/17/2024,All Results,1,1.215384356,1.414686732,Minimal,
Maryland,9/7/2024,All Results,1,1.203404589,1.420889726,Minimal,
Maryland,6/1/2024,All Results,1,1.301903931,1.267024748,Minimal,
Maryland,6/8/2024,1 Year,1,1.35325598,1.263036948,Minimal,
Maryland,1/20/2024,All Results,8.912711142,8.555605875,6.264428251,Moderate,Limited Coverage
Maryland,11/16/2024,All Results,2.940500118,1.91663426,2.672973939,Minimal,
Maryland,1/18/2025,All Results,12.01168498,8.870003394,12.78608732,High,
Maryland,9/7/2024,6 Months,1,1.203404589,1.420889726,Minimal,
Maryland,6/17/2023,All Results,1.242290489,1.343360995,1.478948722,Minimal,Limited Coverage
Maryland,6/22/2024,1 Year,1,1.226811809,1.267636165,Minimal,
Maryland,10/19/2024,6 Months,1,1.254449455,1.863846032,Minimal,
Maryland,8/10/2024,1 Year,1,1.269186096,1.329255538,Minimal,
Maryland,4/29/2023,All Results,1.882896941,1.347887368,1.214423599,Minimal,Limited Coverage
Maryland,4/15/2023,All Results,1.934857288,1.776348266,1.578026625,Minimal,Limited Coverage
Maryland,12/2/2023,All Results,13.6559735,11.02997146,13.34770372,High,Limited Coverage
Maryland,1/4/2025,All Results,21.36298056,10.03425259,15.4760468,Very High,
Maryland,8/17/2024,6 Months,1,1.215384356,1.414686732,Minimal,
Maryland,7/13/2024,1 Year,1,1.2601647,1.279214178,Minimal,
Maryland,8/24/2024,6 Months,1,1.269539894,1.372880737,Minimal,
Maryland,8/31/2024,6 Months,1,1.23632566,1.335848246,Minimal,
Maryland,8/10/2024,6 Months,1,1.269186096,1.329255538,Minimal,
Maryland,3/11/2023,All Results,1.749714174,3.034928148,1.758205505,Minimal,Limited Coverage
Maryland,8/5/2023,All Results,1.618341028,1.35356087,1.326095827,Minimal,Limited Coverage
Maryland,1/18/2025,45 Days,12.01168498,8.870003394,12.78608732,High,
Maryland,1/25/2025,1 Year,8.526616133,8.410056222,9.319922615,Moderate,
Maryland,4/8/2023,All Results,1.440204633,2.033186444,1.580075418,Minimal,Limited Coverage
Maryland,3/4/2023,All Results,3.586325081,3.218515966,2.073648279,Minimal,Limited Coverage
Maryland,2/10/2024,1 Year,2.070828828,6.307025296,3.608735175,Minimal,Limited Coverage
Maryland,11/16/2024,1 Year,2.940500118,1.91663426,2.672973939,Minimal,
Maryland,5/18/2024,1 Year,1,1.404929217,1.324626492,Minimal,
Maryland,10/26/2024,All Results,1,1.157666147,1.481779966,Minimal,
Maryland,3/18/2023,All Results,2.817486803,2.570391042,1.386803702,Minimal,Limited Coverage
Maryland,1/18/2025,1 Year,12.01168498,8.870003394,12.78608732,High,
Maryland,1/4/2025,45 Days,21.36298056,10.03425259,15.4760468,Very High,
Maryland,5/11/2024,All Results,1,1.46649405,1.305852352,Minimal,
Maryland,12/17/2022,All Results,12.86760536,11.63728519,8.244896222,High,Limited Coverage
Maryland,5/27/2023,All Results,3.044517444,1.379052949,1.61120533,Minimal,Limited Coverage
Maryland,8/10/2024,All Results,1,1.269186096,1.329255538,Minimal,
Maryland,7/6/2024,All Results,1,1.221474285,1.261183666,Minimal,
Maryland,2/18/2023,All Results,6.072012311,4.567111247,2.913386857,Low,Limited Coverage
Maryland,9/16/2023,All Results,2.288756223,1.539365445,1.681693662,Minimal,Limited Coverage
Maryland,1/25/2025,All Results,8.526616133,8.410056222,9.319922615,Moderate,
Maryland,4/27/2024,1 Year,1,1.455112007,1.338648977,Minimal,
Maryland,5/25/2024,1 Year,1,1.359411049,1.406873308,Minimal,
Maryland,11/9/2024,1 Year,2.169277091,1.505537457,2.526186629,Minimal,
Maryland,9/14/2024,All Results,1,1.184422229,1.364764976,Minimal,
Maryland,9/7/2024,1 Year,1,1.203404589,1.420889726,Minimal,
Maryland,3/9/2024,All Results,1.309384597,3.747594887,2.159924201,Minimal,
Maryland,11/30/2024,1 Year,5.890884246,2.465017247,4.984613151,Low,
Maryland,9/14/2024,6 Months,1,1.184422229,1.364764976,Minimal,
Maryland,6/3/2023,All Results,1.403149919,1.286926427,1.360917379,Minimal,Limited Coverage
Maryland,1/11/2025,45 Days,14.8634193,10.08301231,15.68285271,High,
Maryland,8/31/2024,All Results,1,1.23632566,1.335848246,Minimal,
Maryland,1/4/2025,1 Year,21.36298056,10.03425259,15.4760468,Very High,
Maryland,8/3/2024,6 Months,1,1.218954668,1.312073876,Minimal,
Maryland,12/23/2023,All Results,16.13886249,11.1731723,11.43840891,High,Limited Coverage
Maryland,12/28/2024,6 Months,19.57833121,6.40425026,12.9157796,High,
Maryland,12/28/2024,45 Days,19.57833121,6.40425026,12.9157796,High,
Maryland,8/26/2023,All Results,1.769325384,1.65981482,1.58725935,Minimal,Limited Coverage
Maryland,12/31/2022,All Results,12.88286335,9.64861324,8.791037342,High,Limited Coverage
Maryland,1/11/2025,6 Months,14.8634193,10.08301231,15.68285271,High,
Maryland,7/29/2023,All Results,1.082818246,1.384895253,1.539295761,Minimal,Limited Coverage
Maryland,9/14/2024,1 Year,1,1.184422229,1.364764976,Minimal,
Maryland,12/14/2024,45 Days,13.16945342,5.472206273,11.46671637,High,
Maryland,11/11/2023,All Results,11.91815957,5.228844852,9.989673372,Moderate,Limited Coverage
Maryland,9/28/2024,6 Months,1,1.215121123,1.523947352,Minimal,
Maryland,10/12/2024,1 Year,1,1.1482105,1.491346929,Minimal,
Maryland,3/16/2024,All Results,1,3.212429211,2.067293737,Minimal,
Maryland,10/12/2024,6 Months,1,1.1482105,1.491346929,Minimal,
Maryland,8/3/2024,All Results,1,1.218954668,1.312073876,Minimal,
Maryland,4/27/2024,All Results,1,1.455112007,1.338648977,Minimal,
Maryland,3/25/2023,All Results,2.679072064,2.163052158,1.768957561,Minimal,Limited Coverage
Maryland,2/3/2024,All Results,5.52940465,6.868404881,5.566944153,Low,Limited Coverage
Maryland,12/14/2024,1 Year,13.16945342,5.472206273,11.46671637,High,
Maryland,1/18/2025,6 Months,12.01168498,8.870003394,12.78608732,High,
Maryland,6/29/2024,1 Year,1,1.283688257,1.240933688,Minimal,
Maryland,6/15/2024,1 Year,1,1.259788613,1.28119729,Minimal,
Maryland,1/28/2023,All Results,4.065010769,5.388541997,3.57780255,Low,Limited Coverage
Maryland,7/13/2024,All Results,1,1.2601647,1.279214178,Minimal,
Maryland,8/19/2023,All Results,1.620212378,1.486995519,1.623900573,Minimal,Limited Coverage
Maryland,10/5/2024,All Results,1,1.263411201,1.653918119,Minimal,
Maryland,3/23/2024,All Results,1,2.513087656,1.779229362,Minimal,
Maryland,4/13/2024,All Results,1,1.913184421,1.668108735,Minimal,
Maryland,5/18/2024,All Results,1,1.404929217,1.324626492,Minimal,
Maryland,12/7/2024,All Results,10.58033534,4.07726314,7.810416556,Moderate,
Maryland,3/2/2024,All Results,1.906520226,4.18098609,2.778414191,Minimal,
Maryland,3/9/2024,1 Year,1.309384597,3.747594887,2.159924201,Minimal,
Maryland,12/9/2023,All Results,28.15571543,11.11331973,12.53481028,Very High,Limited Coverage
Maryland,3/23/2024,1 Year,1,2.513087656,1.779229362,Minimal,
Maryland,12/28/2024,All Results,19.57833121,6.40425026,12.9157796,High,
Maryland,1/21/2023,All Results,3.82929637,6.321951214,3.691879272,Minimal,Limited Coverage
Maryland,10/21/2023,All Results,4.840563846,1.960861607,3.356067924,Low,Limited Coverage
Maryland,8/24/2024,1 Year,1,1.269539894,1.372880737,Minimal,
Maryland,2/11/2023,All Results,5.176977148,4.465009064,3.579145496,Low,Limited Coverage
Maryland,5/4/2024,All Results,1,1.46921103,1.300526198,Minimal,
Maryland,1/11/2025,All Results,14.8634193,10.08301231,15.68285271,High,
Maryland,11/16/2024,6 Months,2.940500118,1.91663426,2.672973939,Minimal,
Massachusetts,5/6/2023,All Results,1.230001954,1.34546366,1.276569091,Minimal,
Massachusetts,1/14/2023,All Results,8.817553338,7.826710774,9.243805557,Moderate,
Massachusetts,11/2/2024,1 Year,1.625604762,1.260595524,1,Minimal,
Massachusetts,6/29/2024,All Results,1,1.283688257,1.033188103,Minimal,
Massachusetts,12/16/2023,All Results,12.20522461,11.75329853,12.48755202,High,
Massachusetts,5/4/2024,1 Year,1,1.46921103,1.094393026,Minimal,
Massachusetts,12/24/2022,All Results,7.995493723,10.31183541,11.02289579,Low,
Massachusetts,8/12/2023,All Results,1.607271068,1.453764064,1.45580579,Minimal,
Massachusetts,5/13/2023,All Results,2.164181941,1.476047381,1.241279901,Minimal,
Massachusetts,9/21/2024,1 Year,1,1.136892106,1.007209931,Minimal,
Massachusetts,1/25/2025,45 Days,16.10580017,8.410056222,9.736453757,High,
Massachusetts,11/9/2024,All Results,2.332879028,1.505537457,1.04991863,Minimal,
Massachusetts,1/27/2024,All Results,5.736155999,7.415900794,8.132224961,Low,
Massachusetts,6/22/2024,All Results,1,1.226811809,1.01048454,Minimal,
Massachusetts,12/7/2024,6 Months,14.8537327,4.07726314,3.698274084,High,
Massachusetts,9/2/2023,All Results,1.992995254,1.401020208,1.410579657,Minimal,
Massachusetts,11/30/2024,6 Months,18.28534289,2.465017247,2.101595977,High,
Massachusetts,7/22/2023,All Results,1.696515578,1.471332152,1.548872177,Minimal,
Massachusetts,4/6/2024,All Results,1,2.199135747,1.771622588,Minimal,
Massachusetts,11/2/2024,All Results,1.625604762,1.260595524,1,Minimal,
Massachusetts,1/27/2024,1 Year,5.736155999,7.415900794,8.132224961,Low,
Massachusetts,2/10/2024,All Results,4.761266173,6.307025296,7.259989603,Low,
Massachusetts,6/8/2024,All Results,1,1.35325598,1.040787428,Minimal,
Massachusetts,1/11/2025,1 Year,25.07491326,10.08301231,8.511567278,Very High,
Massachusetts,11/18/2023,All Results,13.59713175,7.607362278,10.44837416,High,
Massachusetts,10/28/2023,All Results,6.474415655,2.498974326,3.19841715,Low,
Massachusetts,7/8/2023,All Results,1.369037161,1.339868249,1.421054171,Minimal,
Massachusetts,8/3/2024,1 Year,1,1.218954668,1.017740032,Minimal,
Massachusetts,8/24/2024,All Results,1,1.269539894,1.108245742,Minimal,
Massachusetts,1/4/2025,6 Months,22.80345996,10.03425259,9.560345675,Very High,
Massachusetts,9/28/2024,All Results,1,1.215121123,1.01675834,Minimal,
Massachusetts,9/21/2024,6 Months,1,1.136892106,1.007209931,Minimal,
Massachusetts,12/7/2024,1 Year,14.8537327,4.07726314,3.698274084,High,
Massachusetts,10/26/2024,1 Year,2.013454832,1.157666147,1,Minimal,
Massachusetts,7/6/2024,1 Year,1,1.221474285,1.040930892,Minimal,
Massachusetts,7/1/2023,All Results,1.578487672,1.34841252,1.556393074,Minimal,
Massachusetts,8/17/2024,1 Year,1,1.215384356,1.029233811,Minimal,
Massachusetts,4/20/2024,All Results,1,1.574160592,1.323610847,Minimal,
Massachusetts,9/9/2023,All Results,2.490793554,1.532486284,2.070080132,Minimal,
Massachusetts,4/13/2024,1 Year,1,1.913184421,1.391480897,Minimal,
Massachusetts,9/28/2024,1 Year,1,1.215121123,1.01675834,Minimal,
Massachusetts,9/21/2024,All Results,1,1.136892106,1.007209931,Minimal,
Massachusetts,4/20/2024,1 Year,1,1.574160592,1.323610847,Minimal,
Massachusetts,12/14/2024,6 Months,12.86072715,5.472206273,6.248555998,High,
Massachusetts,12/21/2024,6 Months,23.45795565,6.597140991,6.611887262,Very High,
Massachusetts,11/25/2023,All Results,16.65818806,8.356403298,11.03406259,High,
Massachusetts,11/23/2024,All Results,3.848622112,2.321732905,1.876392134,Minimal,
Massachusetts,12/30/2023,All Results,16.65596954,13.18569684,14.58777623,High,
Massachusetts,12/21/2024,1 Year,23.45795565,6.597140991,6.611887262,Very High,
Massachusetts,5/11/2024,1 Year,1,1.46649405,1.141098631,Minimal,
Massachusetts,1/25/2025,6 Months,16.10580017,8.410056222,9.736453757,High,
Massachusetts,2/17/2024,1 Year,4.801061742,5.556611227,6.797470275,Low,
Massachusetts,6/10/2023,All Results,2.437454918,1.459469894,1.212078587,Minimal,
Massachusetts,11/2/2024,6 Months,1.625604762,1.260595524,1,Minimal,
Massachusetts,7/15/2023,All Results,1.528781161,1.458776375,1.629900273,Minimal,
Massachusetts,4/6/2024,1 Year,1,2.199135747,1.771622588,Minimal,
Massachusetts,6/15/2024,All Results,1,1.259788613,1.060702989,Minimal,
Massachusetts,10/19/2024,All Results,1,1.254449455,1.00762185,Minimal,
Massachusetts,2/24/2024,1 Year,5.673745567,4.796281787,5.080256473,Low,
Massachusetts,10/14/2023,All Results,3.294793146,1.692075458,1.674341951,Minimal,
Massachusetts,10/12/2024,All Results,1,1.1482105,1.001428348,Minimal,
Massachusetts,7/20/2024,All Results,1,1.254157163,1.054740534,Minimal,
Massachusetts,3/30/2024,1 Year,1.711420532,2.337129667,2.628271342,Minimal,
Massachusetts,3/30/2024,All Results,1.711420532,2.337129667,2.628271342,Minimal,
Massachusetts,2/17/2024,All Results,4.801061742,5.556611227,6.797470275,Low,
Massachusetts,7/27/2024,All Results,1,1.245212192,1.027734216,Minimal,
Massachusetts,3/16/2024,1 Year,1.416553058,3.212429211,3.625143397,Minimal,
Massachusetts,12/21/2024,45 Days,23.45795565,6.597140991,6.611887262,Very High,
Massachusetts,4/1/2023,All Results,1.392372718,2.185112722,1.97901306,Minimal,
Massachusetts,1/7/2023,All Results,4.837906637,8.485501828,9.975037191,Low,
Massachusetts,7/27/2024,1 Year,1,1.245212192,1.027734216,Minimal,
Massachusetts,2/24/2024,All Results,5.673745567,4.796281787,5.080256473,Low,
Massachusetts,11/23/2024,1 Year,3.848622112,2.321732905,1.876392134,Minimal,
Massachusetts,5/25/2024,All Results,1,1.359411049,1.066686139,Minimal,
Massachusetts,9/23/2023,All Results,3.02548094,1.637968571,1.662724862,Minimal,
Massachusetts,10/5/2024,6 Months,1,1.263411201,1.050088914,Minimal,
Massachusetts,2/4/2023,All Results,7.599599845,4.556415555,4.926775397,Low,
Massachusetts,1/6/2024,All Results,16.77675075,14.53445698,12.0506737,High,
Massachusetts,10/19/2024,1 Year,1,1.254449455,1.00762185,Minimal,
Massachusetts,1/13/2024,All Results,9.966788994,11.50486882,11.22871249,Moderate,
Massachusetts,12/28/2024,1 Year,19.0925999,6.40425026,7.280888656,High,
Massachusetts,10/7/2023,All Results,3.667171388,1.80711458,2.389999256,Minimal,
Massachusetts,8/31/2024,1 Year,1,1.23632566,1.033015319,Minimal,
Massachusetts,12/21/2024,All Results,23.45795565,6.597140991,6.611887262,Very High,
Massachusetts,3/2/2024,1 Year,3.813005252,4.18098609,5.32669147,Minimal,
Massachusetts,5/20/2023,All Results,1.222193911,1.457232859,1.333841932,Minimal,
Massachusetts,4/22/2023,All Results,1.988682984,1.500029705,1.289711308,Minimal,
Massachusetts,11/30/2024,All Results,18.28534289,2.465017247,2.101595977,High,
Massachusetts,10/26/2024,6 Months,2.013454832,1.157666147,1,Minimal,
Massachusetts,7/20/2024,1 Year,1,1.254157163,1.054740534,Minimal,
Massachusetts,11/4/2023,All Results,11.55815544,3.587764254,3.467146372,Moderate,
Massachusetts,2/3/2024,1 Year,6.420129352,6.868404881,6.536578824,Low,
Massachusetts,11/23/2024,6 Months,3.848622112,2.321732905,1.876392134,Minimal,
Massachusetts,6/1/2024,1 Year,1,1.301903931,1.070084293,Minimal,
Massachusetts,6/24/2023,All Results,1.250545867,1.349720852,1.207410021,Minimal,
Massachusetts,2/25/2023,All Results,3.936206209,3.661807408,3.936206209,Minimal,
Massachusetts,10/5/2024,1 Year,1,1.263411201,1.050088914,Minimal,
Massachusetts,9/30/2023,All Results,3.795803646,2.018461383,2.695492383,Minimal,
Massachusetts,12/14/2024,All Results,12.86072715,5.472206273,6.248555998,High,
Massachusetts,11/9/2024,6 Months,2.332879028,1.505537457,1.04991863,Minimal,
Massachusetts,8/17/2024,All Results,1,1.215384356,1.029233811,Minimal,
Massachusetts,9/7/2024,All Results,1.253298005,1.203404589,1.011074849,Minimal,
Massachusetts,6/1/2024,All Results,1,1.301903931,1.070084293,Minimal,
Massachusetts,6/8/2024,1 Year,1,1.35325598,1.040787428,Minimal,
Massachusetts,1/20/2024,All Results,9.264171744,8.555605875,8.761941934,Moderate,
Massachusetts,11/16/2024,All Results,4.183819056,1.91663426,1.219749321,Low,
Massachusetts,1/18/2025,All Results,20.77175383,8.870003394,8.190492632,Very High,
Massachusetts,9/7/2024,6 Months,1.253298005,1.203404589,1.011074849,Minimal,
Massachusetts,6/17/2023,All Results,1.178540708,1.343360995,1.201719457,Minimal,
Massachusetts,6/22/2024,1 Year,1,1.226811809,1.01048454,Minimal,
Massachusetts,10/19/2024,6 Months,1,1.254449455,1.00762185,Minimal,
Massachusetts,8/10/2024,1 Year,1,1.269186096,1.127207779,Minimal,
Massachusetts,12/2/2023,All Results,17.98261515,11.02997146,11.74157284,High,
Massachusetts,4/15/2023,All Results,1.086478739,1.776348266,1.535966253,Minimal,
Massachusetts,4/29/2023,All Results,1.311665965,1.347887368,1.204232264,Minimal,
Massachusetts,1/4/2025,All Results,22.80345996,10.03425259,9.560345675,Very High,
Massachusetts,8/17/2024,6 Months,1,1.215384356,1.029233811,Minimal,
Massachusetts,7/13/2024,1 Year,1,1.2601647,1.01157141,Minimal,
Massachusetts,8/24/2024,6 Months,1,1.269539894,1.108245742,Minimal,
Massachusetts,8/31/2024,6 Months,1,1.23632566,1.033015319,Minimal,
Massachusetts,8/10/2024,6 Months,1,1.269186096,1.127207779,Minimal,
Massachusetts,3/11/2023,All Results,3.122929755,3.034928148,3.424697281,Minimal,
Massachusetts,8/5/2023,All Results,1.141111077,1.35356087,1.459087213,Minimal,
Massachusetts,1/18/2025,45 Days,20.77175383,8.870003394,8.190492632,Very High,
Massachusetts,1/25/2025,1 Year,16.10580017,8.410056222,9.736453757,High,
Massachusetts,4/8/2023,All Results,1.434392758,2.033186444,1.769644999,Minimal,
Massachusetts,3/4/2023,All Results,2.904613076,3.218515966,3.195568317,Minimal,
Massachusetts,2/10/2024,1 Year,4.761266173,6.307025296,7.259989603,Low,
Massachusetts,5/18/2024,1 Year,1,1.404929217,1.107559062,Minimal,
Massachusetts,11/16/2024,1 Year,4.183819056,1.91663426,1.219749321,Low,
Massachusetts,10/26/2024,All Results,2.013454832,1.157666147,1,Minimal,
Massachusetts,3/18/2023,All Results,5.077492877,2.570391042,3.320895784,Low,
Massachusetts,1/18/2025,1 Year,20.77175383,8.870003394,8.190492632,Very High,
Massachusetts,1/4/2025,45 Days,22.80345996,10.03425259,9.560345675,Very High,
Massachusetts,5/27/2023,All Results,1.54276484,1.379052949,1.332853356,Minimal,
Massachusetts,12/17/2022,All Results,9.554084356,11.63728519,11.3525947,Moderate,
Massachusetts,5/11/2024,All Results,1,1.46649405,1.141098631,Minimal,
Massachusetts,2/18/2023,All Results,4.029430929,4.567111247,4.723047308,Low,
Massachusetts,8/10/2024,All Results,1,1.269186096,1.127207779,Minimal,
Massachusetts,7/6/2024,All Results,1,1.221474285,1.040930892,Minimal,
Massachusetts,9/16/2023,All Results,4.44565987,1.539365445,1.715382177,Low,
Massachusetts,1/25/2025,All Results,16.10580017,8.410056222,9.736453757,High,
Massachusetts,4/27/2024,1 Year,1,1.455112007,1.189713025,Minimal,
Massachusetts,5/25/2024,1 Year,1,1.359411049,1.066686139,Minimal,
Massachusetts,11/9/2024,1 Year,2.332879028,1.505537457,1.04991863,Minimal,
Massachusetts,9/14/2024,All Results,1,1.184422229,1.00591115,Minimal,
Massachusetts,9/7/2024,1 Year,1.253298005,1.203404589,1.011074849,Minimal,
Massachusetts,3/9/2024,All Results,1,3.747594887,4.410907209,Minimal,
Massachusetts,11/30/2024,1 Year,18.28534289,2.465017247,2.101595977,High,
Massachusetts,9/14/2024,6 Months,1,1.184422229,1.00591115,Minimal,
Massachusetts,6/3/2023,All Results,1.173184758,1.286926427,1.173184758,Minimal,
Massachusetts,1/11/2025,45 Days,25.07491326,10.08301231,8.511567278,Very High,
Massachusetts,8/31/2024,All Results,1,1.23632566,1.033015319,Minimal,
Massachusetts,1/4/2025,1 Year,22.80345996,10.03425259,9.560345675,Very High,
Massachusetts,8/3/2024,6 Months,1,1.218954668,1.017740032,Minimal,
Massachusetts,12/23/2023,All Results,18.0199458,11.1731723,12.56748795,High,
Massachusetts,12/28/2024,6 Months,19.0925999,6.40425026,7.280888656,High,
Massachusetts,12/28/2024,45 Days,19.0925999,6.40425026,7.280888656,High,
Massachusetts,8/26/2023,All Results,1.753770045,1.65981482,1.728070959,Minimal,
Massachusetts,12/31/2022,All Results,8.611358428,9.64861324,9.775431861,Moderate,
Massachusetts,1/11/2025,6 Months,25.07491326,10.08301231,8.511567278,Very High,
Massachusetts,7/29/2023,All Results,1.679075381,1.384895253,1.477304318,Minimal,
Massachusetts,9/14/2024,1 Year,1,1.184422229,1.00591115,Minimal,
Massachusetts,12/14/2024,45 Days,12.86072715,5.472206273,6.248555998,High,
Massachusetts,11/11/2023,All Results,9.358264195,5.228844852,7.170631432,Moderate,
Massachusetts,9/28/2024,6 Months,1,1.215121123,1.01675834,Minimal,
Massachusetts,10/12/2024,1 Year,1,1.1482105,1.001428348,Minimal,
Massachusetts,3/16/2024,All Results,1.416553058,3.212429211,3.625143397,Minimal,
Massachusetts,10/12/2024,6 Months,1,1.1482105,1.001428348,Minimal,
Massachusetts,8/3/2024,All Results,1,1.218954668,1.017740032,Minimal,
Massachusetts,4/27/2024,All Results,1,1.455112007,1.189713025,Minimal,
Massachusetts,3/25/2023,All Results,1.069494837,2.163052158,2.132943655,Minimal,
Massachusetts,2/3/2024,All Results,6.420129352,6.868404881,6.536578824,Low,
Massachusetts,12/14/2024,1 Year,12.86072715,5.472206273,6.248555998,High,
Massachusetts,1/18/2025,6 Months,20.77175383,8.870003394,8.190492632,Very High,
Massachusetts,6/15/2024,1 Year,1,1.259788613,1.060702989,Minimal,
Massachusetts,6/29/2024,1 Year,1,1.283688257,1.033188103,Minimal,
Massachusetts,1/28/2023,All Results,5.011645553,5.388541997,5.802422502,Low,
Massachusetts,7/13/2024,All Results,1,1.2601647,1.01157141,Minimal,
Massachusetts,8/19/2023,All Results,1.309330355,1.486995519,1.346359388,Minimal,
Massachusetts,10/5/2024,All Results,1,1.263411201,1.050088914,Minimal,
Massachusetts,3/23/2024,All Results,1,2.513087656,4.015741503,Minimal,
Massachusetts,4/13/2024,All Results,1,1.913184421,1.391480897,Minimal,
